FID,source_id,country,name,least_depth,max_depth,depth_info,depth_prec,object_length,loc_prec,site_area,sink_context,sink_yr,dating,period,statutory,obj_desc,ship_char,obj_type,est_tonnag,place_orig,place_dest,artefacts,coast_dist,source_inf,reference,website1,website2,the_geom
heritageshipwrecks.6675,W10339,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,41182.2281521,National Monuments Service (Ireland),n.a.,n.a.,n.a.,POINT (55.5662600000001 -8.63782999999995)
heritageshipwrecks.4883,9025,Turkey,Bozburun tile wreck,,,n.a.,n.a.,,,,n.a.,,n.a.,Roman Imperial,n.a.,The site is a small mound measuring c 21 x 10m comprising both cover and pan tiles still in their stacked positions. A trail of amphorae starting about 10m from the site and continuing 600m away contains at least 3 concentrated depostis of numerous large,n.a.,n.a.,,n.a.,n.a.,Amphorae,218.79460812,The Oxford Roman Economy Project,"J. Royal, IJNA 37 (2008), 88-9",http://www.rpmnautical.org/tilewreck.htm,n.a.,POINT (36.67267 28.1607000000001)
heritageshipwrecks.4884,9003,Montenegro,Boka Kotorska  1,,,n.a.,n.a.,,,,n.a.,,C1st-3rd AD,Roman Imperial,n.a.,A cargo of tiles comprise a large shipment on what must have been a vessel of significant dimensions now spread over an area 25 x 7m,n.a.,n.a.,,n.a.,n.a.,n.a.,168.40358361,The Oxford Roman Economy Project,"J Royal, INA Annual 2008, 26-28;",http://www.rpmnautical.org/bokakotorska1.ht,n.a.,POINT (42.41756 18.7073100000001)
heritageshipwrecks.5785,W09132,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,21443.1112918,National Monuments Service (Ireland),Admiralty Wreck Data 1996.,n.a.,n.a.,POINT (51.64167 -7.89166999999998)
heritageshipwrecks.4927,8721,Italy,Secche della Circe,,,n.a.,n.a.,,,,n.a.,,C4th-5th AD,Byzantine,n.a.,Presumably a cargo of amphorae,n.a.,n.a.,,n.a.,n.a.,Amphorae,1055.35754469,The Oxford Roman Economy Project,n.a.,http://www.archeosub.it/news2004/news0408.ht,n.a.,POINT (36.7044100000001 14.92389)
heritageshipwrecks.4931,8727,France,Les Mouettes,,,n.a.,n.a.,,,,n.a.,,late C 2nd AD,Roman Imperial,n.a.,A wreck that has not been excavated although many objects have come to light from the site at the entrance to the port of Frontignan,n.a.,n.a.,,n.a.,n.a.,Amphorae,461.39504983,The Oxford Roman Economy Project,"Bilan Scientifique 1998,  27; Bilan Scientifique 1999, 33",n.a.,n.a.,POINT (43.41648 3.74719000000005)
heritageshipwrecks.4932,8725,Italy,Capo Galera,,,n.a.,n.a.,,,,n.a.,,C12th-13th,Islamic,n.a.,An Islamic cargo investigated in the 1990s,n.a.,n.a.,,n.a.,n.a.,Amphorae,245.33055972,The Oxford Roman Economy Project,"P. Spanu, in Atti del Convegno Mazionale di Archeologia Subacquea. Anzio 1996 (1997), 109-119; C. Beltrame, Vita di Bordo in Eta Romana (2002), 462",n.a.,n.a.,POINT (40.5690000000001 8.24592000000007)
heritageshipwrecks.4934,8729,France,Les Aresquiers 2,,,n.a.,n.a.,,,,n.a.,,n.a.,n.a.,n.a.,A possible wreck a mile and a half off the coast of Frontignan,n.a.,n.a.,,n.a.,n.a.,Amphorae,7263.33362196,The Oxford Roman Economy Project,"Bilan Scientifique 1999, 33",n.a.,n.a.,POINT (43.37983 3.83148000000006)
heritageshipwrecks.4937,8691,Italy,Punta dell'Arcera,,,n.a.,n.a.,,,,n.a.,,C4th-middle 5th AD,Late Antique,n.a.,"A large accumulation of amphorae seemingly still in their original vertical position, with an inclination of between 30-40 degreeswith respect to the seabed. A few amphorae lie randomly on top",n.a.,n.a.,,n.a.,n.a.,Amphorae,111.15782237,The Oxford Roman Economy Project,"site 180, area 25",http://www.archeomar.it/templates/archeomar/atlante/player_atlante_en.html,http://www.archeomar.it/index.php?option=com_content&task=view&id=21&Itemid=35#relitt,POINT (40.561 14.1987100000001)
heritageshipwrecks.4941,8696,Italy,Gallipoli 3,,,n.a.,n.a.,,,,n.a.,,C3rd BC,Roman Republic,n.a.,One of two wrecks found by chance by police a mile from the coast between Gallipoli and Santa Maria di Leuca. Twenty-five amphorae were seized from looters and other artefacts but thee are no other details,n.a.,n.a.,,n.a.,n.a.,Amphorae,2071.98974149,The Oxford Roman Economy Project,n.a.,http://www.archeosub.it/news2003/news0307.htm#gallipol,n.a.,POINT (39.8841600000001 18.07388)
heritageshipwrecks.5007,1000065,United Kingdom,CATTEWATER,,,The site lies at an average depth of 8 metres,n.a.,10,,0.78471812,"Lost circa 1530, while carrying leather and textiles. Discovered in 1973.",,Early 16th-century,n.a.,Yes,"The wreck comprises about 10 metres of coherent structure, with an associated artefact assemblage including composite iron guns on carriages/sledges, animal bones, leather, textiles, and a pewter syringe","Early sixteenth century merchantman, of between 200 and 300 tons  burden",n.a.,,n.a.,n.a.,n.a.,129.23085054,Historic England,n.a.,https://historicengland.org.uk/listing/the-list/list-entry/1000065,n.a.,POINT (50.3620730040001 -4.12822541999998)
heritageshipwrecks.5163,W02210,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"UKHO wreck no. 009101548. Chart symbol 54wk. Wreck surveyed in October 1983, lies intact, upright and orientated E/W in general sea depth of 59m (least depth 54m). Wreck measures L. 23m x B. 6m x H. 5m. GSI_257",n.a.,n.a.,,n.a.,n.a.,n.a.,9898.15132736,National Monuments Service (Ireland),"Brady 2008, 397; GSI Wreck Data; UKHO Wreck Data 1996.",n.a.,n.a.,POINT (53.4842200000001 -5.84826999999996)
heritageshipwrecks.4767,7,Croatia,Veliki Skolj,30,31,n.a.,n.a.,,,,n.a.,,C1st-2nd AD,Roman Imperial,n.a.,n.a.,n.a.,n.a.,,Aegean,Northern Italy,"Marble, Sarcophagi",418.95105946,The Oxford Roman Economy Project,"D. Vrsalović, PhD thesis (unpublished, 1979), 248-9; M. Jurišić, Ancient Shipwrecks of the Adriatic (2000), no.81.",n.a.,n.a.,POINT (42.7 17.7500000000001)
heritageshipwrecks.5165,W02212,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"UKHO wreck no. 009101664. Chart symbol 59wk. Wreck surveyed in 1984. Lies intact, apparently upright, orientated E/W in general sea depth of 65m (least depth 59m). Measured L. 30m x B. 5m x Ht. 6m. Wreck resurveyed in 2010 by INFOMAR. Wreck measured 35m",n.a.,n.a.,,n.a.,n.a.,n.a.,21028.2541458,National Monuments Service (Ireland),"Brady 2008, 397; GSI Wreck Data; UKHO Wreck Data 1996.",n.a.,n.a.,POINT (53.4810600000001 -5.68155999999993)
heritageshipwrecks.2125,FR 0000000891 00001,France,n.a.,54.7,,n.a.,Least depth known,,102.5,,n.a.,,n.a.,n.a.,n.a.,"1st determination: 1991, wreck laid flat on the seabed, oriented 050/230, length between 10 and 50m",n.a.,n.a.,,n.a.,n.a.,n.a.,14973.3847809,SHOM,n.a.,n.a.,n.a.,POINT (46.62606313 -2.54643773199996)
heritageshipwrecks.2128,FR 0000000814 00001,France,MARIE-FRED 2,14,,n.a.,"Least depth unknown, but estimated to be greater than indicated",,101.5,,"Sank following a fire, despite the intervention of the patroller GREBE",,n.a.,n.a.,n.a.,1st determination: 1993: registration LS 193676; wooden trawler,Uncovered wooden pelagic trawler,"Fishing boat, trawler",,n.a.,n.a.,n.a.,13651.8261115,SHOM,n.a.,n.a.,n.a.,POINT (46.479807399 -1.99184995899998)
heritageshipwrecks.2279,FR 0000000734 00001,France,n.a.,21,,n.a.,Least depth known,,500,,n.a.,,n.a.,n.a.,n.a.,n.a.,Barge,Barge,,n.a.,n.a.,n.a.,3462.69354868,SHOM,n.a.,n.a.,n.a.,POINT (46.26593633 -1.44574722899995)
heritageshipwrecks.5167,W02214,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"UKHO wreck no. 009101251. Chart symbol 84wk. Wreck located, investigated in June 1983 in a general sea depth of 89m, least depth of 84m. Wreck lies intact, probably lying on its side, orientated NE/SW, measuring L. 56m X B. 10m X H. 4.5m",n.a.,n.a.,,n.a.,n.a.,n.a.,39146.8599237,National Monuments Service (Ireland),"Brady 2008, 397; UKHO Wreck Data 1996.",n.a.,n.a.,POINT (53.4727800000001 -5.41082999999998)
heritageshipwrecks.5168,W02215,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,UKHO wreck no. 009101597. This wreck was shown in decca on 14/7/83. A dual-channel side scan survey was carried out in 1984 but nothing was found,n.a.,n.a.,,n.a.,n.a.,n.a.,25819.2504783,National Monuments Service (Ireland),"Brady 2008, 397; UKHO Wreck Data 1996.",n.a.,n.a.,POINT (53.5491700000001 -5.61999999999995)
heritageshipwrecks.5169,W02216,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,UKHO wreck no. 0099100726. Wreck lies in general depth of 35m,n.a.,n.a.,,n.a.,n.a.,n.a.,4739.50914887,National Monuments Service (Ireland),"Brady 2008, 398; UKHO Wreck Data 1996.",n.a.,n.a.,POINT (53.6083300000001 -5.93332999999996)
heritageshipwrecks.5170,W02217,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"UKHO wreck no. 009100684. Chart symbol OB 77. Possible wreck. Surveyed in March 1984. Obstruction orientated N–S. Lies in a general sea depth of 80m (least depth 77.9m). Measures L. 3–4m, H. 1.7m",n.a.,n.a.,,n.a.,n.a.,n.a.,41643.1771121,National Monuments Service (Ireland),"Brady 2008, 398; UKHO Wreck Data 1996.",n.a.,n.a.,POINT (53.59139 -5.37777999999997)
heritageshipwrecks.5171,W02219,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"Possible wreck (INSS No. G154) identified during the National Seabed Survey. Wreck measures L. 37m, W. 13m with a height of 1m off the seabed. It lies in a general sea depth of 58m",n.a.,n.a.,,n.a.,n.a.,n.a.,18806.2323022,National Monuments Service (Ireland),"Brady 2008, 398; INSS.",n.a.,n.a.,POINT (53.3576800000001 -5.76636999999994)
heritageshipwrecks.4774,8802,France,Marinieres I,3,5,n.a.,n.a.,,,,n.a.,,C15th AD,n.a.,n.a.,Dated by dendrachronology. No cargo,n.a.,n.a.,,n.a.,n.a.,n.a.,213.97407352,The Oxford Roman Economy Project,"M. Daeffler, Bilan Scientifique 1997, 78.",n.a.,n.a.,POINT (43.7045900000001 7.31646000000006)
heritageshipwrecks.5180,W02649,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"Possible wreck discovered during a geophysical survey of the Arklow Bank and Arklow Bay in advance of the construction of a wind farm. Side scan sonar anomaly interpreted as a possible wreck. Rectangular in shape, it measures L. 8m x W. 4.7m W. It lies i",n.a.,Ferry,,n.a.,n.a.,n.a.,3178.44796556,National Monuments Service (Ireland),"Bray 2008, 471; Boland 2003, 33.",n.a.,n.a.,POINT (52.8012600000001 -6.07968999999997)
heritageshipwrecks.5190,W02779,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,Possible wreck discovered during a geophysical survey of the Arklow Bank in advance of the construction of a wind farm. Side-scan sonar anomaly interpreted as a possible wreck. Measures L. 5.1m x W. 3.3m. It lies in approximately 4-6m of water,n.a.,n.a.,,n.a.,n.a.,n.a.,11970.9102493,National Monuments Service (Ireland),"Boland 2003, 27; Brady 2008, 492.",n.a.,n.a.,POINT (52.77576 -5.94400999999993)
heritageshipwrecks.5191,W02780,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"Possible wreck discovered during a geophysical survey of the Arklow Bank in advance of the construction of a wind farm. Side-scan sonar anomaly interpreted as a possible wreck. Measuring L. 14.5m x W. 1.9m, it is described as comprising of ‘two sub-par",n.a.,n.a.,,n.a.,n.a.,n.a.,10666.6513866,National Monuments Service (Ireland),"Boland 2003, 28; Brady 2008, 493.",n.a.,n.a.,POINT (52.7946700000001 -5.94002999999998)
heritageshipwrecks.5209,W02798,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"Side-scan sonar anomaly discovered during a geophysical survey of the Arklow Bank in advance of the construction of a wind farm. Possible wreck, measures 12.8 x 4.9m",n.a.,n.a.,,n.a.,n.a.,n.a.,7797.95838608,National Monuments Service (Ireland),"Boland 2001, 38-39, 45, 47; Brady 2008, 495.",n.a.,n.a.,POINT (52.8691000000001 -5.93509999999998)
heritageshipwrecks.5192,W02781,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"Wooden wreck discovered while power cable being laid for the Arklow Bank Wind Farm. Two beams lie exposed on the seabed, attached to several strakes. The beams measure W. 0.20m x D. 0.20m and one of them is up to 6m in maximum length. The strakes lie per",n.a.,n.a.,,n.a.,n.a.,n.a.,9253.42657726,National Monuments Service (Ireland),"Brady 2008, 493.",n.a.,n.a.,POINT (52.8048700000001 -5.95302999999996)
heritageshipwrecks.5205,W02794,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"Side-scan sonar anomaly discovered during a geophysical survey of the Arklow Bank in advance of the construction of a wind farm. Possible wreck, measures 13.4m x 2.4m",n.a.,n.a.,,n.a.,n.a.,n.a.,6716.39667306,National Monuments Service (Ireland),"Boland 2001, 38-39, 44, 47; Brady 2008, 495.",n.a.,n.a.,POINT (52.9063800000001 -5.92719999999997)
heritageshipwrecks.5207,W02796,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"Side-scan sonar anomaly discovered during a geophysical survey of the Arklow Bank in advance of the construction of a wind farm. Possible wreck, measures 5.8m x 2.6m",n.a.,n.a.,,n.a.,n.a.,n.a.,6684.96301493,National Monuments Service (Ireland),"Boland 2001, 38-39, 44, 47; Brady 2008, 495.",n.a.,n.a.,POINT (52.9045 -5.92879999999997)
heritageshipwrecks.5208,W02797,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"Side-scan sonar anomaly discovered during a geophysical survey of the Arklow Bank in advance of the construction of a wind farm. Described as 'debris scattered amongst bedforms', measures 14m x 6m",n.a.,n.a.,,n.a.,n.a.,n.a.,7618.29230926,National Monuments Service (Ireland),"Boland 2001, 38-39, 45, 47; Brady 2008, 495.",n.a.,n.a.,POINT (52.8858000000001 -5.92859999999996)
heritageshipwrecks.5210,W02799,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"Side-scan sonar anomaly discovered during a geophysical survey of the Arklow Bank in advance of the construction of a wind farm. Possible wreck, measures 13.5m x 2.3m",n.a.,n.a.,,n.a.,n.a.,n.a.,7817.76107392,National Monuments Service (Ireland),"Boland 2001, 38-39, 45, 47; Brady 2008, 495.",n.a.,n.a.,POINT (52.8633 -5.93969999999996)
heritageshipwrecks.5596,W07720,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,22187.6567072,National Monuments Service (Ireland),Admiralty Wreck Data 1996.,n.a.,n.a.,POINT (55.6422200000001 -7.16138999999993)
heritageshipwrecks.4790,7325,Croatia,Bumbiste,10,40,n.a.,n.a.,,,,n.a.,,C1st-2nd AD,Roman Imperial,n.a.,Various scattered amphora sherds may signal a shipwreck,n.a.,n.a.,,n.a.,n.a.,Amphorae,208.75270127,The Oxford Roman Economy Project,"M. Jurisic, Ancient Shipwrecks of the Adriatic (2000), no. 4",n.a.,n.a.,POINT (44.8000000000001 13.9)
heritageshipwrecks.643,FR 0000006256 00001,France,n.a.,51,,n.a.,Least depth known,,10,,n.a.,,n.a.,n.a.,n.a.,Height above the bottom = 5m,n.a.,n.a.,,n.a.,n.a.,n.a.,40470.9080724,SHOM,n.a.,n.a.,n.a.,POINT (50.016920085 -1.00582502899994)
heritageshipwrecks.646,FR 0000005914 00001,France,n.a.,47,,n.a.,Least depth known,,10,,n.a.,,n.a.,n.a.,n.a.,Height above the bottom = 5.1m,n.a.,n.a.,,n.a.,n.a.,n.a.,62298.5930105,SHOM,n.a.,n.a.,n.a.,POINT (50.0377901890001 -0.582587912999941)
heritageshipwrecks.651,FR 0000003152 00001,France,n.a.,-2,,n.a.,Least depth known,,1.2,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,582.99002084,SHOM,n.a.,n.a.,n.a.,POINT (49.3516517580001 -0.648863243999926)
heritageshipwrecks.652,FR 0000003151 00001,France,n.a.,-1.5,,n.a.,Least depth known,,1.2,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,597.35272604,SHOM,n.a.,n.a.,n.a.,POINT (49.3518717590001 -0.649493246999953)
heritageshipwrecks.4796,7333,Croatia,Karantunic,42,42,n.a.,n.a.,,,,n.a.,,C1st AD,Roman Imperial,n.a.,"A cargo of amphorae, probably Dr 6A",n.a.,n.a.,,n.a.,n.a.,Amphorae,21065.159193,The Oxford Roman Economy Project,"M. Jurisic, Ancient Shipwrecks of the Adriatic (2000), no. 24",n.a.,n.a.,POINT (43.0000000000001 15.23333)
heritageshipwrecks.5598,W07722,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,23016.3728146,National Monuments Service (Ireland),UKHO Wreck Data 1996.,n.a.,n.a.,POINT (55.6541700000001 -7.20832999999993)
heritageshipwrecks.5599,W07728,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,UKHO Wreck No.006001488. Marked on the chart as a foul at a general depth of 68 metres. It may be a broken up wreck or jettisoned cargo,n.a.,n.a.,,n.a.,n.a.,n.a.,34540.100666,National Monuments Service (Ireland),UKHO Wreck Data 1996.,n.a.,n.a.,POINT (55.57167 -7.81832999999995)
heritageshipwrecks.5600,W07729,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,31891.0610201,National Monuments Service (Ireland),UKHO Wreck Data 1996.,n.a.,n.a.,POINT (55.08833 -9.03416999999996)
heritageshipwrecks.5602,W07732,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,32370.928076,National Monuments Service (Ireland),UKHO Wreck Data 1996.,n.a.,n.a.,POINT (55.1333300000001 -9.01443999999998)
heritageshipwrecks.4797,7332,Croatia,"Jaz, islet",39,39,n.a.,n.a.,,,,n.a.,,second half C1st  BC,Roman Republic/Imperial,n.a.,A possible shipwreck based on 2 amphorae and fragments and some corroded iron,n.a.,n.a.,,n.a.,n.a.,Amphorae,697.53492963,The Oxford Roman Economy Project,"M. Jurisić, Ancient Shipwrecks of the Adriatic (2000), no. 23",n.a.,n.a.,POINT (43.53333 15.9333300000001)
heritageshipwrecks.4798,7336,Croatia,Kopiste,15,48,n.a.,n.a.,,,,n.a.,,C1st AD,Roman Imperial,n.a.,A cargo of amphorae that was well preserved on first inspection in 1993 but devestated by 1995,n.a.,n.a.,,n.a.,n.a.,Amphorae,1698.01283743,The Oxford Roman Economy Project,"M. Jurisic, Ancient Shipwrecks of the Adriatic (2000), no. 29, and in D. Davison, V. Gaffney and E. Martin (eds.) BAR 2006, 175-192",n.a.,n.a.,POINT (42.7333300000001 16.71666)
heritageshipwrecks.4801,7339,Croatia,Lirica,45,45,n.a.,n.a.,,,,n.a.,,end C1st BC - 1st AD,Roman Imperial,n.a.,A cargo of Dr 6A amphorae,n.a.,n.a.,,n.a.,n.a.,n.a.,703.56155648,The Oxford Roman Economy Project,"M. Jurisic, Ancient Shipwrecks of the Adriatic (2000), no. 36",n.a.,n.a.,POINT (42.86666 17.4333300000001)
heritageshipwrecks.5773,W09080,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,UKHO Wreck No.011400602. A magnetometer and echo-sounder surveys by the UKHO in 1985 and 1989 located a wreck believed to be a submarine or large steel wreck. It lies in 71 meters. Wreck surveyed by the Celtic Voyager in 2013 as part of the INFOMAR seabe,n.a.,n.a.,,n.a.,n.a.,n.a.,11701.584171,National Monuments Service (Ireland),INFOMAR Wreck Data; GSI Wreck No_352.,n.a.,n.a.,POINT (51.4222 -9.04232999999994)
heritageshipwrecks.5765,W09049,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,30459.6497447,National Monuments Service (Ireland),Admiralty Wreck Data 1996.,n.a.,n.a.,POINT (51.2500000000001 -10.1166699999999)
heritageshipwrecks.5979,W09566,Ireland,Corona,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,128.9043259,National Monuments Service (Ireland),n.a.,n.a.,n.a.,POINT (52.8083300000001 -6.12916999999993)
heritageshipwrecks.6008,W09597,Ireland,Dublin Harold,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,Wooden wreck lying half buried on the foreshore,n.a.,n.a.,,n.a.,n.a.,n.a.,4.62934702,National Monuments Service (Ireland),National Monuments Service,n.a.,n.a.,POINT (54.9603000000001 -8.40688999999998)
heritageshipwrecks.6068,W09666,Ireland,Fisherman's Fastener,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,217330.515848,National Monuments Service (Ireland),n.a.,n.a.,n.a.,POINT (51.9233300000001 -13.805)
heritageshipwrecks.6109,W09711,Ireland,Halronell (MV),,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,3380.28272557,National Monuments Service (Ireland),n.a.,n.a.,n.a.,POINT (52.1516700000001 -6.41332999999997)
heritageshipwrecks.6188,W09794,Ireland,Koaxi (MFV),,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,55475.4096082,National Monuments Service (Ireland),n.a.,n.a.,n.a.,POINT (52.75433 -10.7443299999999)
heritageshipwrecks.6204,W09815,Ireland,Lately,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,18271.387771,National Monuments Service (Ireland),n.a.,n.a.,n.a.,POINT (52.075 -6.14999999999998)
heritageshipwrecks.6228,W09840,Ireland,M.S.C. Irwell,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,38183.2694037,National Monuments Service (Ireland),n.a.,n.a.,n.a.,POINT (53.01944 -5.43999999999994)
heritageshipwrecks.4803,116,France,La Tradelière,48,50,n.a.,n.a.,,,,n.a.,,end C1st BC,Roman Imperial,n.a.,"A tumulus of twelve types of amphorae (altogether 300-400), the top two layers of which were Rhodian and Chian, Dr. 2-4 (probably Coan), making up 50% of the cargo and Dr. 6",n.a.,n.a.,,Aegean via southern Italy,France,Amphorae,149.519545,The Oxford Roman Economy Project,"P. Fiori, Cahiers d’Archéologie Subaquatique 1 (1972), 115-17, IJNA 3 (1974), 328-9; B. Liou Gallia 31 (1973), 603-4; J-P. Joncheray, IJNA 5 (1976), 259-60; A. Hesnard, MEFRA 89 (1977), 163; Hesnard et al., Archaeonautica 8 (1988), 55-6; P. Pomey et a",n.a.,n.a.,POINT (43.51343 7.07373000000007)
